1.975364186587142967e-01	1.019212238036753782e+01	2.376219903649667842e+00	4.257386661542909678e+00
7.106270120289082115e-03	9.930109825974703597e+00	2.909722370626241172e+00	4.854414522284770328e+00
6.181117009366232651e-02	1.002518695993527587e+01	3.125971781416834183e+00	4.458273651571261098e+00
1.171071469705253776e-02	9.947888619495419249e+00	3.217602744608548448e+00	4.427790610270250227e+00
1.346703085582277026e-01	1.017502378432433652e+01	3.376956239778151847e+00	4.552887133005981468e+00
8.344164808930543131e-02	1.006148960712531881e+01	2.829499282493758372e+00	4.817172282878487977e+00
7.734013781070103732e-02	1.006570453529420739e+01	3.815310992164152815e+00	4.909494274007045078e+00
1.489696161706177691e-01	1.019695268485272877e+01	2.944435998667548127e+00	3.913853639392186778e+00
2.381530857794444955e-02	9.957804773606854454e+00	3.178228591072437936e+00	4.855906781922868731e+00
2.301178744426124467e-02	9.951854752397141013e+00	2.811636816095746561e+00	4.938199037218396370e+00
1.442038881659186700e-01	1.018657365648489055e+01	3.174771803468928510e+00	4.879287978277886850e+00
1.088337696078056638e-01	1.013241868152193170e+01	3.985956189646418402e+00	4.841282987393299209e+00
5.488666787878315745e-02	1.004970170056589218e+01	3.098769058297597745e+00	2.201236864437987606e+00
1.812327671849800481e-01	1.021021564540721016e+01	2.877330713737765500e+00	4.733844738250496675e+00
5.127081115335840877e-02	9.977770961168378250e+00	2.162264417835470631e+00	4.979329546723107569e+00
1.798994910541580339e-01	1.019472074642708037e+01	2.309370281890829268e+00	4.975914787060105482e+00
7.083122418293896772e-02	1.001611186285283672e+01	2.203488887992762990e+00	4.542986263970789196e+00
8.005689936391746642e-02	1.003336732487262850e+01	2.294722789393855322e+00	4.946988836565907377e+00
4.630126698342706959e-02	9.992730948100916777e+00	3.474715965696850262e+00	4.960509506968321602e+00
1.248985291004345299e-02	9.935184958392435206e+00	2.924518353487814082e+00	4.908311478539559403e+00
1.141897806619454059e-01	1.009981573167066848e+01	2.211586836689254376e+00	4.874476704537585192e+00
1.399952359920035860e-01	1.017865715054879772e+01	2.892177983981600420e+00	4.792350800855984971e+00
1.510311019576775493e-01	1.019761319585295389e+01	3.556081226706296228e+00	4.557265516733053801e+00
1.944488730701010581e-01	1.020962769821273852e+01	2.910808565625817579e+00	2.942092686505020538e+00
1.977111906185058388e-01	1.020034581274079422e+01	2.696903410876026363e+00	4.414843319858107407e+00
7.758151273474567233e-02	1.004817766225550990e+01	3.033941056573301154e+00	4.893819307393840745e+00
9.236649740090996374e-02	1.010956568930639854e+01	3.564742963948995147e+00	4.286120471334157855e+00
1.593467565388451135e-01	1.020380099360803605e+01	2.914598367601171525e+00	4.196961157973703394e+00
2.215263940415468369e-02	9.992421649794184901e+00	3.472062642988769099e+00	2.683681857000578930e+00
4.818898157144957395e-02	1.001544946058296404e+01	3.371285545474240308e+00	4.401304801836431579e+00
1.645549604160834178e-02	9.948231434098953940e+00	3.080039161636860534e+00	4.987359953446372174e+00
1.048620775926636384e-01	1.009838057464406802e+01	2.972083831868851611e+00	4.932581382503485656e+00
1.500812712451562447e-01	1.022475527517648430e+01	2.112902171739178492e+00	4.246049766367747225e+00
1.511334798481698272e-01	1.019290560338224161e+01	2.280204951589308138e+00	4.836519414534734551e+00
1.431777941380403263e-01	1.020105289808069493e+01	2.191965409485913341e+00	4.813119910909136934e+00
1.843053275336501429e-01	1.019567958378694961e+01	2.698803684461419827e+00	5.160094639931031679e+00
1.809189368136756570e-01	1.019962891069778976e+01	3.840971310793063864e+00	5.145828219490113042e+00
9.985789242847431524e-03	9.936350544467533297e+00	2.839217082826463567e+00	4.964224299377093530e+00
5.150824337370352168e-03	9.915183396580879105e+00	2.848525492750653143e+00	5.024421529767323591e+00
1.897987949647301775e-01	1.020160241611528740e+01	3.357274539411212011e+00	4.058094696279141544e+00
1.735119925917842920e-01	1.022167404683532865e+01	2.559999842092191003e+00	5.026539819522128028e+00
9.727762276963147769e-02	1.009865029732585739e+01	3.131743144471379914e+00	5.012446398745026954e+00
7.825997784882332553e-02	1.003607024156668714e+01	2.127131708145978628e+00	4.260594402183414786e+00
8.959945376162181674e-03	9.943570469026854042e+00	3.020917565176255870e+00	4.854038008148478411e+00
1.538529600680504927e-02	9.966202628765568505e+00	3.242130085455551480e+00	3.825605475934253263e+00
1.064186000207811844e-01	1.009495206543027557e+01	2.466920793486849561e+00	4.900928862670554054e+00
2.709647592967456831e-02	9.990876402334128770e+00	3.174891697448211758e+00	3.257168501100835556e+00
9.554381140939938177e-02	1.005377257693024617e+01	2.072718180399218291e+00	4.865542190725363980e+00
1.164094891103317764e-01	1.012210789829362767e+01	2.626542800953960644e+00	4.612782568856260923e+00
1.120952777443591231e-01	1.013850630893221094e+01	3.299140362381880465e+00	4.824480074572562671e+00
1.202646981327148978e-02	9.940301485084363620e+00	3.108319110163774823e+00	5.025418298174230358e+00
4.230607380203821322e-02	9.976546490119567068e+00	2.206784886189145034e+00	4.474872223415587769e+00
1.691807831717540012e-02	9.943500140408703558e+00	3.003166228801379845e+00	4.900764409222063023e+00
1.356867950750739737e-02	9.966177709504366433e+00	3.289830633792084846e+00	3.603393937911476996e+00
7.128579418832714509e-02	1.001486141525036544e+01	2.161040834481533501e+00	4.773558336074671615e+00
6.155794530037184131e-02	1.001971697493660685e+01	3.124530657262041267e+00	4.835954278545727902e+00
4.799130955570518609e-02	9.993167658183105928e+00	2.811721190885094757e+00	4.828012950343975263e+00
1.249976357189055420e-01	1.015011463549454618e+01	2.814222528883013830e+00	4.890842992038102466e+00
6.350665301717128841e-02	1.003036813103457092e+01	2.948080978525850604e+00	4.240626197922068741e+00
1.834695162588673156e-01	1.019783979091644710e+01	3.340804169512017197e+00	5.112176123287525797e+00
1.421599228353329636e-01	1.017432905293538425e+01	2.444703974279661907e+00	2.370736403802936820e+00
5.449249302645853277e-02	1.002177316931923201e+01	3.650282092884069129e+00	4.886176612007943731e+00
1.651352073347567284e-02	9.941328091262255029e+00	2.884384478923547768e+00	5.078048098884238470e+00
1.609386875260554461e-02	9.951493141224512229e+00	3.269997013844931466e+00	4.282791444463583730e+00
6.429743859163039588e-02	1.004656687501366541e+01	3.355881759533566822e+00	4.435302121144445664e+00
1.615875515182594313e-01	1.022363014241696888e+01	2.252988124708325657e+00	4.955319469656700448e+00
1.383224195156600445e-01	1.017181459123927745e+01	2.586090941535489129e+00	5.001520532042860623e+00
6.687072805249982821e-02	1.006967430474665193e+01	3.084485728300498053e+00	2.780649823103345852e+00
1.827419957113392002e-01	1.019640720512225940e+01	2.201065520407913034e+00	4.681215821829738388e+00
1.214214391530248349e-01	1.011338951736062342e+01	2.212238930933518866e+00	4.964050925982093077e+00
9.470163631180383845e-02	1.010381886352477387e+01	3.739587525319043593e+00	4.756841923239505832e+00
1.621953544374008516e-01	1.021789853177029883e+01	2.158473085413358028e+00	4.387946275620038250e+00
1.633910309033126396e-02	9.936462239853909750e+00	2.611557038124649566e+00	4.939754670872702036e+00
1.307195981634663440e-01	1.017566953586667822e+01	3.506522830016957748e+00	4.804086873744637387e+00
1.646183406107510905e-01	1.022349166285953892e+01	2.201285132396495925e+00	4.833058579379013509e+00
1.949649462746663175e-01	1.021363804948268950e+01	2.441109877429954444e+00	4.912983983384890507e+00
3.290605568111715229e-02	9.977501869735768025e+00	2.666834755606766194e+00	3.944928320081231732e+00
4.507691944861846878e-02	1.001183722410200438e+01	3.219160425079188315e+00	3.710436615842439778e+00
1.965577494309229678e-01	1.020064485491165485e+01	3.402765601573683796e+00	3.272314182986235664e+00
1.427201649445706266e-01	1.018867810439483357e+01	2.379890651642300625e+00	4.721535843465403559e+00
1.912885102467498655e-02	9.951451406936463684e+00	3.115988862528897840e+00	4.992628018058951511e+00
1.299011292122926875e-01	1.016325310617021849e+01	3.318636247340703171e+00	3.613249245827148570e+00
1.938514414464762581e-01	1.019516983464675164e+01	3.628424474296618740e+00	5.050922974843189195e+00
1.767345222441178976e-01	1.020864008434932124e+01	3.789129030283593380e+00	5.085223722123600965e+00
8.348339620974343234e-02	1.006408818853356557e+01	3.177411886115252493e+00	5.002666544116863179e+00
7.386631983324321027e-02	1.008056684652936674e+01	3.568212785919949503e+00	3.743167700369667728e+00
1.340380084635413027e-01	1.016158804420496331e+01	2.813887028610119856e+00	4.859316619995837527e+00
9.712648463118966902e-02	1.011192904998734932e+01	3.317976967570050562e+00	4.514423797825401152e+00
1.705447863372882011e-01	1.021711007183105124e+01	3.618597327645633577e+00	5.110696775989453045e+00
2.011833087017151911e-01	1.021626345327675800e+01	3.123657449587848411e+00	4.798411899799049252e+00
8.266865196912931424e-02	1.004990403899744855e+01	3.002914699490196959e+00	4.959213051302668873e+00
2.857771995594049486e-02	9.968710907906201513e+00	3.204413071535823221e+00	4.858475750334946497e+00
6.697250183289327197e-02	1.006477016783725276e+01	3.129418587329538148e+00	3.188403142041266847e+00
9.569357311497128649e-02	1.009441950376933583e+01	3.110505241880360039e+00	4.679292279220447881e+00
2.022858946461667529e-01	1.020390470027264662e+01	3.501307694308390950e+00	2.829068554148278736e+00
1.093804897992853853e-01	1.014115128845737601e+01	3.924751798222858135e+00	4.686190978271270069e+00
8.063790208325372078e-02	1.008355143862413961e+01	3.388859359741780430e+00	3.847643215561305396e+00
8.170000706662960965e-03	9.936802974115650500e+00	3.037534803874581080e+00	4.924699949441617264e+00
6.013466714639292832e-02	1.000673563823287537e+01	2.658571152425184714e+00	4.897125147153587932e+00
1.696442723784485906e-01	1.020589952643951115e+01	3.668447233728840295e+00	3.142357504279516434e+00
6.518427392388304042e-02	1.000797767379160597e+01	2.446171304687290160e+00	4.828593962416249497e+00
2.022873247032634936e-01	1.020413794656971262e+01	3.521030429974026710e+00	4.619892954743022528e+00
1.933043598340660196e-01	1.020323841210156601e+01	3.633570585760288019e+00	4.109745899289691806e+00
1.970582460759686683e-01	1.021377425643118464e+01	2.963610711209036630e+00	4.909923584401127528e+00
1.667731225039617016e-01	1.020017792346848573e+01	3.673399857632160703e+00	4.982011615440285368e+00
4.418999370804499449e-02	9.983073009825508493e+00	2.734803446951663553e+00	4.852293532076600968e+00
1.890681911277241056e-01	1.021070407835563465e+01	3.816793249225735707e+00	4.888304803548351174e+00
1.768583354104862337e-01	1.021290202019760684e+01	2.721535924797078287e+00	5.027484100211268014e+00
1.321924207914264571e-01	1.016531957979611001e+01	2.548510259252367405e+00	4.802316743391088494e+00
3.567495148232069369e-02	9.969927258655358671e+00	3.095020674975295982e+00	4.942962608532525337e+00
1.831625416376780890e-01	1.020027579129783035e+01	2.248163181598670235e+00	4.838579572365915737e+00
7.925077631320931459e-02	1.003383479410720902e+01	2.114258551813335885e+00	4.511260414889534331e+00
1.587232209068574207e-01	1.021486685574527620e+01	2.828481256228032592e+00	4.774309365315474452e+00
1.961625137363469662e-01	1.020446495057745651e+01	3.313988885473892587e+00	4.085450835586755147e+00
6.990379121290857256e-03	9.933002522348488128e+00	2.982092636443154809e+00	4.868686775021927815e+00
1.354062190939870902e-01	1.016894908801288366e+01	2.718728483671799978e+00	4.780673996211675103e+00
6.287166574904290428e-02	1.003429169292638257e+01	3.165303256191278614e+00	4.440714282321891915e+00
1.087295633655926963e-01	1.013911436826991341e+01	3.590927195380067438e+00	5.079691406499279083e+00
1.254947745578434137e-01	1.015426207776641832e+01	3.461370541261188372e+00	4.718230685946821268e+00
2.678173062458455433e-02	1.000559482207683182e+01	3.344134150903235181e+00	2.949165150126816570e+00
7.704298970030265536e-02	1.003801763669445890e+01	2.643154036236944116e+00	4.793693819234960074e+00
5.342352686693629948e-02	1.000687253540400690e+01	3.036920869717908644e+00	4.853973834417615763e+00
4.209811906937233061e-02	9.974578866422477930e+00	2.466066149357948767e+00	4.843465351739240532e+00
1.289102388389906650e-01	1.015022717677143760e+01	2.561948110670619450e+00	4.891208619056641282e+00
1.080153285764708926e-01	1.012691337574319483e+01	2.888789480122338382e+00	2.758858039534970885e+00
2.436201946147775743e-02	9.999778023923385106e+00	3.454245573948585779e+00	2.506463058687501189e+00
1.891661515465585808e-01	1.020749680439751650e+01	2.575388295265714333e+00	3.235971091062708638e+00
1.846348060814619885e-01	1.020551329145964203e+01	2.979873204239940954e+00	5.118188701291160214e+00
3.849292274622229115e-02	9.973315477417557418e+00	2.350745037130040238e+00	4.369666729466700872e+00
1.602708482475847518e-01	1.022056300685301089e+01	2.142307270082199011e+00	4.923150906868954735e+00
4.641649128107161459e-02	1.001484392999974027e+01	3.376721758066702606e+00	3.846166549308321692e+00
6.681304600356696710e-02	1.007242116541755550e+01	3.238542119564009170e+00	2.927091019787638970e+00
1.501118040587456903e-01	1.018878438738435044e+01	4.044140797713303037e+00	5.051792019173859671e+00
1.109676343629146800e-01	1.013153304898772156e+01	2.826232965145394793e+00	3.626078808751941551e+00
5.894270186705341530e-02	9.997642947077476805e+00	2.119564356099250091e+00	4.806553890021689313e+00
9.736400790619370582e-02	1.008395940149798164e+01	2.284050840287780382e+00	3.869416916965974451e+00
5.502202827627655779e-02	1.000596587696951900e+01	3.150649612041855008e+00	4.948343205024087865e+00
4.737382805218004478e-02	1.000669619234158780e+01	3.695788441202137342e+00	4.763744873639325306e+00
1.261941811307067951e-01	1.016192625571240526e+01	3.625652163333397127e+00	4.931516373787786733e+00
4.403803612881773688e-02	1.000025470899166713e+01	3.576707745889574852e+00	4.953706669558187059e+00
8.495213268919599159e-02	1.008161302161648010e+01	3.478070201559424923e+00	4.777857428004693929e+00
3.223707369237871490e-02	9.994920134422283553e+00	3.359270428919742812e+00	3.783943453189493766e+00
9.325557638918979819e-02	1.012229094596426648e+01	3.453920917989147021e+00	2.849954698461402813e+00
1.252749115648725819e-01	1.015350221135985187e+01	3.759271693675330539e+00	4.973009753692053891e+00
4.358874036564941434e-02	9.997911606064088019e+00	3.370528427808530125e+00	4.913828505370730682e+00
1.157050552861846882e-01	1.013525955705529924e+01	2.483937920317584869e+00	2.661254734833647717e+00
1.692587258251165849e-01	1.020493614655180359e+01	3.427929718731333786e+00	5.024200633093471424e+00
7.126667533113817399e-02	1.006229154941066462e+01	2.423595363687755189e+00	2.449733224276229748e+00
8.359359732689597422e-02	1.003252222405643046e+01	2.064612136032844880e+00	4.890694527204971109e+00
1.064233142623507433e-01	1.013173829778506807e+01	3.574693054420160720e+00	4.833871126231144899e+00
6.049321866555601446e-02	1.003598480665803372e+01	3.415067033280149822e+00	4.075384409763159965e+00
4.895101062867013297e-02	1.002549245123130106e+01	2.994585138634870525e+00	2.971596200119051900e+00
1.639832735859414470e-01	1.020835395389823397e+01	3.427793184654725600e+00	3.049059417060590249e+00
1.428501901311847178e-01	1.017993484047548769e+01	2.719432112392362377e+00	4.907169392149427267e+00
1.024876764992228573e-01	1.012515736892795282e+01	3.303234802196969966e+00	3.797262472984130000e+00
2.159302469001289637e-02	9.963907006416850010e+00	3.187271879462071134e+00	4.249472663474165302e+00
1.433335199076708477e-01	1.018738820011709656e+01	3.757595309874105283e+00	4.534640223427516048e+00
1.372622728900552147e-01	1.019016976325130841e+01	2.933536453432143531e+00	4.073422785658209477e+00
1.743220530025979542e-01	1.019749527833412373e+01	2.527609942457364589e+00	4.892712797665836888e+00
2.032498795572195149e-01	1.020731635397092418e+01	2.456225055463529650e+00	2.974455679203742875e+00
1.160917348149794748e-01	1.014080821544601285e+01	3.309152188580729792e+00	4.901192253416070344e+00
9.408041087773710842e-03	9.935571849041831882e+00	3.038939080765801215e+00	4.880487165725924115e+00
1.038770520162017874e-01	1.013678125651321693e+01	3.305948538350235388e+00	3.068157819279775822e+00
4.590156594580463434e-02	9.985641924030510097e+00	2.987620578445773667e+00	4.936182371303033278e+00
4.010288730300715088e-02	1.000875691076813290e+01	3.109917464072179172e+00	3.655480383523041610e+00
1.001405736327924956e-01	1.011064267471668288e+01	3.338043062607162881e+00	4.738293561313554392e+00
6.228294708154180626e-02	1.002366663088695553e+01	2.834028243759158627e+00	4.663126370618158489e+00
1.367624357342407393e-01	1.017856863468466067e+01	3.069897037783102078e+00	4.058654666605292505e+00
1.049173455879710559e-01	1.010654176209687627e+01	2.986682390118286179e+00	4.932646806905665926e+00
1.333233748570705757e-01	1.017031098881722428e+01	3.450408243947509668e+00	5.004102162672182885e+00
7.296561893440411950e-02	1.003687382912675119e+01	2.822277519421034775e+00	4.866599413318255074e+00
2.030534982419851531e-02	9.945651504034557888e+00	2.933356492216854683e+00	4.899258263123016377e+00
2.592768459482641674e-02	9.957207276532875184e+00	2.828827780705697847e+00	4.840057073197584714e+00
1.956467091223359489e-01	1.018316793505393747e+01	3.021341907213460409e+00	4.536599144804938533e+00
